ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DRE,DXC,META,FTV,GOOG,GPC,HIG,HST,JPM,KR,OGN,PG,PPL,PRU,PYPL,RE,ROL,ROST,UNH,URI,V,VRSK,WRK,XOM,IVV,IWM,EWU,EWG,EWL,EWQ,IEUS,EWJ,EWT,MCHI,INDA,EWY,EWA,EWH,EWZ,EWC,IEMG,LQD,HYG,SHY,IEF,TLT,SEGA.L,IEAA.L,HIGH.L,JPEA.L,IAU,SLV,GSG,REET,ICLN,IXN,IGF,IUVL.L,IUMO.L,SPMV.L,IEVL.L,IEFM.L,MVEU.L,XLK,XLF,XLV,XLE,XLY,XLI,XLC,XLU,XLP,XLB,VXX
0.030986364399566924,0.0777839439464838,0.014778795580087767,0.041722197148272855,0.10969041885529318,0.07102620998403175,0.03988126234143685,0.06224960306664418,0.012567216821204319,0.08158114459915478,0.005210660717669846,-0.007253561514661833,0.03702220283707902,0.034629300628614246,0.008464203326000508,0.0434223665123894,0.01928441444903317,0.10391228848747591,0.08801534937626165,0.09113171982124602,0.0179928069464812,0.028174247458430557,0.025722521477742788,0.01025073438561419,-0.003211167567233275,0.08811171268296913,0.11353342796524801,-0.012386148974185218,0.11604981885799148,0.04452912351041416,0.07208635344927128,0.02919581554234174,-0.013144367924662781,-0.0009538777496818085,-0.012971604814729254,0.005382752593488416,0.020414969498784075,0.009924134451599897,0.00024086405329093452,0.05035271911958983,0.06795571702518988,-7.806124331732889e-05,0.0224501241685906,0.030304438942616585,0.012341719987531086,0.038969705432243984,0.046529639483559926,0.02201724934394189,0.18526725758104945,-0.00513058174029446,0.035295671393716255,0.034752476093342644,0.027138357988274464,0.011728381847084801,0.024577779377780384,0.013655905103102217,0.02929980523962472,0.030224303108879358,0.03629389619035539,0.05039100559588583,0.011883518441396124,0.036756051885408425,0.04624553290453415,0.012216570454645748,0.007722443227207165,0.02234510413664248,0.04384893248056443,0.015685353838423843,0.01080332893091196,0.0054211980933729365,0.016080325536919737,0.01399777021034243,-0.002965808459833852,0.012274095313201228,0.00909768027595792,0.01834961158011117,0.024904900687491516,0.04796420588939965,0.020498682012647595,0.04227325898475076,0.03602344636224375,0.05812938438667281,0.03105246804742645,0.051973631361421635,0.011155149495984062,0.03689997320971905,0.012533698482080524,0.008809056070521848,0.034738379533374,0.06531721106374011,0.012093676539284282,0.0009012888277233344,0.04356941259705671,0.014229770177085044,0.05534538961878965,0.05187575467166283,0.031257968131552794,0.03957097344245142,0.04755631953608397,0.047157541282218496
0.026423832769634004,0.06869185916364184,0.009476834423286284,0.043638148291555545,0.10240387073389634,0.06837898064867876,0.05006284243739234,0.03547255794034676,0.013065841569144254,0.0867645532643273,0.005881909196665092,-0.003712013922021029,0.03935103870013901,0.030277296345086135,0.008332762692808693,0.04498024715330162,0.0182573416866445,0.10374922938067765,0.09038959198258922,0.09199097592525707,0.018751984939908706,0.028591973920566005,0.026714400843395048,0.0398905580822384,-0.004968054055590088,0.0723165791359488,0.12066889970609518,0.002804033232142178,0.11850428498264609,0.04462671224268977,0.07549445741180882,0.03263595265030084,-0.010990983161579315,-0.005387306000197434,-0.012526437295006687,0.003032510681454159,0.019797610757579243,0.012668132456771453,0.0023041961736427474,0.05670653786560642,0.06059883716582792,0.0008058878439785033,0.044168638376305136,0.027357711358812153,0.012220509057421225,0.03604230622293425,0.048298961605218516,0.02391125424460494,0.1716084568706404,-0.004387930796961648,0.041101299984663164,0.03630324475578561,0.02957127471191967,0.008929768572654595,0.02018695831019013,0.00872651392087409,0.03060032105645938,0.022868588576154814,0.0362780049863729,0.0458161803476238,0.01906169576238037,0.037847253488291877,0.04778332923911721,0.012895595372744317,0.032368917306913936,0.021076875558784902,0.0396225815034712,0.015818641659838484,0.010295462709232872,0.0056004077344216086,0.01268607110457598,0.02489179522042484,-0.006872965489875149,0.011988816302827887,0.010114304937372864,0.018036604387328348,0.027896955698626158,0.04475054649696597,0.0250059220635368,0.0429914413400323,0.046128785390830096,0.06683572252985037,0.029328271194864364,0.04770340187468136,0.009263011563298118,0.03995495359554635,0.011007662187729528,0.008774736755135848,0.03550109369861776,0.06261620853284278,0.009641221140268996,-0.0013929690745131396,0.023310722193155442,0.03762127503528401,0.0627085456894827,0.04737221617583831,0.02767016586361226,0.0353588585104081,0.05769261920786395,0.047207831452806825
0.0278313933699188,0.07260710859702346,0.029487726550736504,0.04440274930376198,0.10214357928574902,0.0972368229145042,0.0270807668355042,0.05174553671595916,0.010517023391957814,0.08368047022823522,0.006564064362978961,0.0116448290663973,0.03802978447995553,0.030955893585290717,0.012167422324597332,0.042610800701182505,0.017934555783384987,0.10656587387590477,0.09300795512317883,0.08634854501298772,0.021537141721101438,0.030792207882423206,0.03308032079404999,0.011438461602744532,-0.00261973708383767,0.08268957225496276,0.11467467861368652,-0.007049740031677576,0.11258127976839916,0.05957468041969172,0.06376898954856713,0.03343650815221455,0.0008450480259458715,0.0004349589141816601,-0.0007814486188024716,-0.006489099311828728,0.012240275018501112,0.012708102817075684,0.001411476326038219,0.049612330294727336,0.04661753876390229,0.003973035496837696,0.04005971731450275,0.026499633717082638,0.00880709541242819,0.025235668838837988,0.05924921002648187,0.02030132285323294,0.18207438784593233,-0.017470572120033445,0.03880036900733863,0.037586631897458034,0.03011760082246928,0.01588030314449762,0.02192025144472165,0.019843900265505976,0.031789289924257336,0.0229512078631946,0.035433082257499304,0.050396250679123344,0.013576461620357083,0.036593913140184675,0.047705838253853106,0.01129512607959926,0.049016210248399084,0.03361940751809911,0.04181521234030283,0.012076686218894572,0.010971439189682464,0.006183963269503323,0.015654899600884065,0.02102548517357583,-0.0043567942539954885,0.013322449737624309,0.0071721487569502695,0.016202802668501937,0.023936254620699593,0.04340074987474063,0.020176464087445112,0.04062126571054847,0.037261747893672315,0.06012116487677366,0.029233896823051886,0.051769492958782415,0.012983143151013454,0.04655291289267627,0.013220570648552421,0.008452150450379392,0.037706129738295235,0.0644125948814045,0.006577239314553562,0.0013172682981901218,-0.010562947246364196,0.02186701596887808,0.06675290954467261,0.05078884559610852,0.02426643193740663,0.03589775494702607,0.054063516056999994,0.041863361050463954
0.0274492874013621,0.07671849799741981,0.02380598388326227,0.04832827100249748,0.09285415108918293,0.06581947065424743,0.04909328785217859,0.06267770525889382,0.014911596126919058,0.07877510532488152,0.006835054760589543,-0.0008130623912361301,0.03661742079553765,-0.0015944298281285185,0.010255661708847619,0.05010472058175175,0.01873738277441994,0.10619574032819568,0.0908612744082129,0.08270218989295852,0.019318554183917147,0.028789405564446646,0.028955872299355256,0.026290482137477422,0.003703757212961456,0.0817342178697249,0.11790006878008752,0.0030937241060362553,0.11753734943701133,0.03962581922863517,0.07674480032822562,0.03391484872254136,-0.00865517567962737,0.0012682848139364822,-0.012368142017935568,-0.004139214076578579,0.02203757579493404,0.028219959595300104,0.0015944850018638768,0.05203678028619496,0.0568634100526193,0.010432382468138712,0.030362060293474435,0.03396965638443561,0.007978906108855988,0.045091176996008286,0.04989693029421094,0.020899991677836738,0.18301235019900464,-0.012639045501807722,0.036032665935747055,0.035465740035754756,0.03044644759977322,0.010613133121209817,0.02463425649725881,0.009869433726258148,0.02365855687653262,0.03083291915636277,0.04070689770062108,0.048853570363857735,0.017672243269302612,0.03623106711844404,0.04376008383436991,0.016339584952936637,0.02120827933580527,0.021767349559372207,0.035647729754016755,0.015140299647797839,0.011114900402420247,0.0055266519037884265,0.012333843661259891,0.024562569179230387,-0.004833895189572779,0.011972592512132785,0.011642940673236568,0.016945675457335385,0.029070336387484463,0.05157420587785255,0.02298520367810797,0.040492699408394284,0.04301476311178165,0.057614752853072826,0.027799687516465443,0.05258105407761482,0.013045072462304574,0.03885094615133511,0.014096493568886759,0.0072489475999617525,0.03386181226753937,0.06016215183081286,0.008283209203543862,-0.0011352403720046311,0.005225420386382851,0.0038700052504996307,0.05545376805465008,0.04950916041191977,0.03171248753944944,0.034586428011111,0.054506842373320374,0.03874848167031164
0.0423549653083386,0.07376595897313898,0.014053113759766589,0.04843047290653146,0.11001099184157859,0.06544980373230835,0.03966127281959686,0.061530672932084585,0.01575425672573516,0.09011753138258971,0.009425146827371833,-0.0037664904782372943,0.0345369923012937,0.013714860627555225,0.0120770970752071,0.04946657244410346,0.019328613798689886,0.10272942577903255,0.08990521873936164,0.09370050952050857,0.014602669929593581,0.02706967212293865,0.0313421957333464,0.06270165897593394,-0.002930231439244757,0.09073873651203535,0.11633547209614958,0.01108160012370396,0.10202342861826708,0.05134591139371025,0.06553551166141158,0.02868093331162047,-0.011272369585190845,0.004629780218697199,-0.013048690055251555,-7.550992240590304e-05,0.01111437902941681,0.00927649726747859,0.005806250858771289,0.04938499032927002,0.06008247320376103,0.0011917588344019237,0.01104483414321189,0.024902297760980296,0.006048218406426109,0.04260873689310607,0.05504376814699885,0.0214631149271165,0.17722170757446065,-0.006579338250807254,0.03928339236640088,0.03771738770148847,0.02899840748504312,0.009549450076804078,0.021501990646931368,0.010071510423035779,0.029666179260601222,0.0311860669156081,0.03887141643693948,0.04974128062044292,0.01857740068906466,0.029644092190091342,0.04459498928867589,0.016211973197916674,0.03975416267578069,0.02786801972446007,0.04108040203730523,0.015363886942745708,0.010440503242979737,0.005584769315876592,0.016137203186018745,0.017945981628105123,-0.0011491713659106395,0.012813417540802341,0.008521552087596529,0.01766115658383427,0.027698732202964926,0.04750310974476202,0.0223564409052468,0.04204269863626031,0.03707394642541528,0.057173415969634434,0.02979917162678758,0.05174859345141325,0.012565893464909994,0.045408136695896495,0.018496986149683536,0.009996131974822298,0.03778543512806021,0.062020139588268464,0.00923725340196313,0.0017144972830438476,0.04175153554362332,0.019596442068759323,0.0628648537541201,0.050500258163818756,0.024251291180357626,0.03414545650895917,0.04923484742424922,0.03924669804740377
0.02162592121162632,0.07394567246351436,0.009541796568429461,0.04328052184528719,0.11417396480618258,0.06527973785402441,0.03722842962629702,0.06551175301237233,0.014979105103757107,0.07728533909584989,0.005670455038418787,-0.003038462937016817,0.03860667803386075,0.03417559425401695,0.010463942909514579,0.046130198387064336,0.0180040035527389,0.10666252840326074,0.09189744512774922,0.09154234405672668,0.01709737372921838,0.029526670845337222,0.036930634472728485,0.0347851912727557,-0.0031399007905363874,0.09124135942803147,0.11983533610076735,0.0005923855884990559,0.1179941994570104,0.04633402258867214,0.07127598800954793,0.028366303499838708,-0.011290549392944271,0.0033450229140856713,0.0069504033693057465,-0.007136207084032176,0.01942990111504228,0.012361511058012198,0.0020133823224091074,0.04738036755309416,0.05770702383595072,0.004932698092893872,0.07321136676104079,0.027944404841197645,0.0051014611551734035,0.04303625359848606,0.05011962078622023,0.027155447703913538,0.18015259012371576,-0.004854261936629634,0.03937927909332828,0.03592100214749827,0.030910925431862246,0.011677179859907572,0.02090026783586696,0.019431334061547734,0.032445787370891654,0.03152111190475271,0.03851696810343164,0.04975697961775838,0.015370367253217054,0.03606880832644954,0.04658994669599359,0.016222924188819654,0.052868654178481744,0.03811223906304484,0.04094664551879035,0.014893088922728559,0.012705783047262997,0.005348062093340822,0.011556430872716739,0.025536309438596305,-0.004449755051169291,0.011591325901974203,0.008996255910912687,0.018491453077719155,0.030967207688147536,0.04781636748269946,0.024337750279507908,0.0463579833693224,0.037452267451175913,0.06550504850599514,0.024065615336161805,0.05149105457403236,0.010673624906374801,0.03923281104236853,0.019536692828558966,0.005653677669323898,0.039231669252946855,0.06429327134548579,0.008727476591035455,0.002558541185202934,0.047080652473448836,0.030888576801917367,0.06129399683217329,0.0507699066169609,0.022730786622747523,0.036334569704825626,0.05526820324454729,0.026724070556950252
0.03364301124068625,0.07113336203883325,0.01326695510808662,0.04175232926955186,0.10625071035533207,0.06630319122685968,0.0337965070563655,0.05902121116257675,0.01682840736147817,0.08216200745736923,0.005911464063178329,0.014965641434020682,0.03735144341569452,0.0429308227512033,0.00792951032153244,0.044536490845433985,0.019532320583734553,0.10159428969332573,0.08579607179059856,0.08996640083436969,0.021830861644852817,0.028097288227367123,0.03795979373981062,0.004181784206480188,-0.003827018662979853,0.06761764465259379,0.11771629320031751,-0.005186022859252404,0.11381296339720137,0.04608411675895496,0.06417514977136918,0.02264173983712947,-0.0019065048335829005,0.001706443746710029,-0.011843936818571876,0.00603916531639781,0.010775155602712694,0.017664989871762238,-0.006054704303176894,0.04969670436080431,0.05469461854816782,0.0018270512925120386,0.031218103317405266,0.021721853517071565,0.005271676095425448,0.048336672435564054,0.05601790110434646,0.02204369922324112,0.17343837142397778,0.006392870604964074,0.036549136707221486,0.03529893003706963,0.02863713864736317,0.01690104986788432,0.025358135328856335,0.016009406412646143,0.03097129483706418,0.029475893849111312,0.038086113176669656,0.05023824626843654,0.0158284924148,0.03556970854536168,0.04822693964808478,0.014075469134189778,0.016332277994208777,0.02858435457726216,0.04015580193036872,0.015462844227044137,0.01170342988271944,0.005347391744097152,0.0150313380746665,0.024186124756695904,-0.003406442938408638,0.012702756477233512,0.008750927914102258,0.01717422201464469,0.028471673197874914,0.04310170641130062,0.025525912794513772,0.04035052229706082,0.04247062451499728,0.058860590058329,0.025302679954453122,0.04275393612062972,0.00847333382536819,0.04069084633240028,0.014506689583928756,0.00745579808351593,0.03599576229703949,0.059437534472725595,0.006907722251682902,0.003374024472243775,0.02477344615956234,0.04527299348473157,0.06292312454710647,0.047416307390393264,0.03114642836873216,0.03768535827038022,0.051123637525332555,0.04066661939432903
0.04141057233279266,0.06933688919068537,0.03401364780781613,0.04317861108971588,0.10145010106270558,0.05406367164501891,0.04760215634825826,0.0336953051018698,0.012468928379919753,0.087038881552024,0.005749172143960202,0.03268684832738877,0.03665166235454098,0.042300513434699205,0.00815952968187883,0.05660909404013115,0.019035966462991993,0.11466823523218572,0.08596342623991493,0.09437637800763721,0.015446184923477713,0.030838098680790793,0.022191525306245907,0.053887760127167894,-0.004617893367695025,0.07653494941546324,0.12345078950825661,0.009587938608483615,0.11595062504553955,0.03746830875210527,0.06400855604735511,0.03389782377803474,-0.0044303744129861045,0.0014412562515642158,-0.012778386328798241,0.006821809727204808,0.019553963136128782,0.008716972838841208,0.006053936480601152,0.0508480980347219,0.0629792212872653,0.005398080473835165,0.04731921667136252,0.03256341779390759,0.008160869847547936,0.036512222698038777,0.050171258905501226,0.01820370141383254,0.191200642799918,-0.008140498469029644,0.03721412072662389,0.035659184459778004,0.0270948533805897,0.011345783896139938,0.020445538269389107,0.01595680459165738,0.028551105618447092,0.03031835217816825,0.03467183848685673,0.04805134142449363,0.01872917435479815,0.026537732967707228,0.051113117047600465,0.011086228556880684,0.04784948429426894,0.03571058797470705,0.043318287988260984,0.01504110950637294,0.01222206868338116,0.005752326246322603,0.015614185241298095,0.025148850454666416,-0.0045749358289652875,0.012503695087103361,0.009607341100858147,0.017022272234761937,0.026865122694641475,0.05421684670402094,0.028781969258186102,0.04230985230336648,0.03061300734629402,0.05763317874484386,0.024548561798162005,0.056440506244813005,0.015420100771323497,0.038441913254826154,0.018201296101283848,0.008983076189941208,0.03442583024920598,0.06705806010770132,0.009420659944233911,0.007331456002327208,0.049087761651973594,0.006636993939256541,0.061019689798567534,0.04840548113680221,0.03265864797130025,0.03751050721437732,0.056870174525860406,0.03892734662078645
0.030047353421404743,0.06719799200227072,0.014194412888837604,0.04336047600974524,0.09212465779532764,0.07112579174125155,0.0419957203644401,0.03602075619709311,0.010714210596356466,0.08977709084893526,0.005214523145441241,-0.0021262597222175827,0.036910027141107804,0.042187341166347814,-0.0015358241768463898,0.05212513548641473,0.01505016198825082,0.10621139690458747,0.08045155132786341,0.08859731634758639,0.01727059113893592,0.028602596221732668,0.020279753981124138,-0.0175048023390163,-0.004716657415242409,0.08401579228761502,0.12017792748296108,-0.002012978635964391,0.1065783739627797,0.037449668289665006,0.06569501491424834,0.028140221042339597,-0.010231264133123474,-0.0055892591188948515,-0.008159652119269722,-0.002905427918698411,0.01963882777200565,0.011697998935008336,-0.0006821964662599989,0.04864302026036338,0.0627259567590599,9.947096434181901e-05,0.015173648536379147,0.019796223687387204,0.005533237575178873,0.030990665464657674,0.05715272743800792,0.025893786793687923,0.18249724764739694,0.0208945895511361,0.03935043542825056,0.036353354065084,0.030628482774983645,0.01920141396059094,0.023435786150478144,0.014417245916146015,0.030336336020564847,0.026760350358866702,0.03750453474433835,0.04335967756335091,0.014240087614795893,0.035053214093871965,0.04483409093720425,0.0166937384399497,0.059932856676619295,0.03292844062601219,0.04305354428109176,0.015074331629752358,0.010323520853994239,0.005659533206322287,0.015484800632017404,0.02486758753652918,-0.004836358577032129,0.012058350731651846,0.01173683836779249,0.018144455791420544,0.023180227387467944,0.046572180425650256,0.026143451358004555,0.04242538612716773,0.03627815549738456,0.05937906904234502,0.027013578877797872,0.04604849407555367,0.014562307881616832,0.03665880887410822,0.016736259351463723,0.007214613919792612,0.03717771348808441,0.06166623699102303,0.00801144916482377,0.0036460146163568297,-0.008886214316537355,0.006060274221060702,0.06379093369482636,0.04645328927318548,0.01747920311601714,0.03189667366861482,0.05346582300351965,-0.008953079542382447
0.025257425229659347,0.07259898227752082,0.012433486999978705,0.04006874220027168,0.10383240400763061,0.0691529530055357,0.043991855306729555,0.056873581708401844,0.011325938974875882,0.08625029288300201,0.005419891422759449,0.030452239710233364,0.038317410924310735,0.031481764381108945,-0.004563149117987386,0.04773800239581494,0.020848004533929654,0.10539923480961022,0.07969547691200685,0.09127507427243309,0.016901751242555108,0.0323814396519273,0.01895512618326034,0.02038640648308343,-0.004148607169712548,0.08478816221724284,0.11842655856906115,0.006419300141334183,0.11069741947872647,0.035518465013736567,0.06559619703412878,0.035314068867805304,-0.008436404235069972,-0.0024899921722245644,-0.01311729728780886,-0.005106747032574521,0.02050036122217147,0.008318817079465468,-0.004515965054748605,0.04905350624126381,0.05239596180308492,0.0019628283055901363,0.029260560652592638,0.02670501361758504,0.007231839816128627,0.03576370351924396,0.05515883007238642,0.017929538202065665,0.17802230397867724,-0.006108783122081185,0.03590026530757484,0.03621385266661736,0.03233681264638255,0.015415211465776402,0.021995624876832043,0.01475540706730083,0.030264750922365025,0.02950161073340407,0.035513788112880196,0.048978800797896405,0.017876316258042646,0.03462757041735465,0.03750679041981764,0.01567364501503299,0.027319166156046126,0.02592083243134846,0.04396567439314358,0.01436128424203531,0.011985922531708937,0.00552744191348431,0.01550711925405679,0.01731323296906062,-0.002815994391660581,0.012206475640479608,0.012393041818372419,0.01692914438866322,0.027366511011017725,0.044810533185756896,0.026151251890792704,0.043679928577909255,0.033265826101907425,0.05733839370535332,0.023690004623393435,0.05379429913804801,0.016146958831074087,0.03802517897210045,0.015504105123671952,0.006282397244611104,0.03603142568256823,0.060954051007773735,0.00785377060030168,0.002695989889211603,-0.004979704890654801,0.0038834005996148946,0.05515358169128781,0.0480847395871411,0.02305392899377523,0.03770139158078045,0.05397364159534401,0.007006780544378977
0.028160092107866852,0.07173519469701173,0.012466257281606552,0.039460542064991166,0.10028740549147219,0.0650902652406824,0.0418108850179042,0.054637205847047454,0.014896593265435243,0.08517372588737349,0.007436147031564921,0.016888357811921217,0.03912334736870182,0.035831054202538404,0.0021117601087485838,0.05578988612919389,0.019554811108438486,0.10235380927358229,0.07287540371929868,0.09681031826330955,0.018623238560265154,0.03746354385385686,0.028009574077704436,0.06623325475449393,-0.00017396929627189195,0.08235154465715855,0.11859687953388365,0.007595488090279989,0.11981314692844425,0.04553990119703499,0.0698193716556661,0.024108858559539925,-0.012463089365952307,0.02462758629437145,-0.015012393652024336,-0.006361877936343685,0.011662335199167373,0.010597534317733803,0.002558943929394708,0.0462206912001335,0.03893246725750821,0.0037326814227780503,0.009404592764265196,0.028636070827309013,0.007454119822695837,0.03860083679632975,0.0589495707633505,0.017458432369255483,0.17909235926572942,-0.0035941380601922646,0.0370261570288557,0.03743944615845507,0.02677998033224327,0.006793838720700052,0.019448906682914657,0.021125723718711686,0.030790186015427157,0.030900315057599048,0.0379226503315957,0.06050625713822999,0.015195195744023504,0.03443340681589557,0.04235917127675748,0.01572739718164895,0.020498991301643787,0.032298717410811584,0.041398273224861004,0.015128316364691585,0.011022998391985617,0.005823527862245825,0.015971008500089923,0.01694659886998373,-0.004236671402463976,0.012544556778788518,0.01153096362607231,0.01661731407363809,0.024233637563848998,0.05542711895345942,0.026551201525800483,0.04297098134143118,0.04142646847452669,0.06063338955072606,0.025654352761923516,0.0488914314753206,0.012257886306883847,0.043595694639076754,0.016099297230734777,0.009995462125959698,0.037930750065569896,0.05900580635211217,0.00997093056141507,0.021821597215285315,-0.005822262867754446,0.006882478766399913,0.06375511550839086,0.056395662586087525,0.018188807484516012,0.039158395482820296,0.05400075493253187,0.05848499253271022
